unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
185,texture,perforated,0.1807026546454804,red-c,21004512.0,3797380.0,198521.0,0.00806885365424112,ball,122639.0,243892.0,5223.0,0.014455810554983555,nose,155124.0,55258.0,7581.0,0.03738147247794635,tile,3959469.0,53922.0,20661.0,0.00517465493534499,ball_pit-s,275968.0,141316.0,6809.0,0.016588099153419814,perforated,1793792.0,3351023.0,787397.0,0.1807026546454804
480,texture,chequered,0.17372213837464512,red-c,21004512.0,2614981.0,191719.0,0.008183406583997268,ball,122639.0,655161.0,7970.0,0.010352935063585466,body,1291612.0,224608.0,7996.0,0.005301599762369515,tile,3959469.0,240159.0,27265.0,0.0065346663269710715,ball_pit-s,275968.0,345123.0,13846.0,0.02280134048036624,chequered,1530368.0,1417826.0,436361.0,0.17372213837464512
7,texture,honeycombed,0.1711263763015409,purple-c,10857154.0,3382054.0,100255.0,0.0070906947636080265,seat,1488057.0,486959.0,54985.0,0.02863755845608743,wing,323329.0,68363.0,2500.0,0.006423564718699252,tile,3959469.0,111810.0,18916.0,0.004667893769635148,auditorium-s,489216.0,286053.0,27521.0,0.03680518035487891,honeycombed,1555456.0,2509615.0,593993.0,0.1711263763015409
394,texture,zigzagged,0.16480733647190465,white-c,72511065.0,2807510.0,390643.0,0.005213583100091432,painting,2207098.0,1097752.0,68833.0,0.02127090185249336,frame,136341.0,328445.0,8505.0,0.01863982940337204,glass,2246777.0,722771.0,26034.0,0.008844530720764365,bedroom-s,19167232.0,773733.0,141257.0,0.007134297132058715,zigzagged,1618176.0,434649.0,290452.0,0.16480733647190465
400,part,hair,0.16269806666998854,pink-c,18491188.0,2866378.0,151837.0,0.007160187702106351,person,14523849.0,1469464.0,674566.0,0.04403532482127944,hair,1159565.0,1080517.0,313458.0,0.16269806666998854,skin,177664.0,374617.0,3978.0,0.00725511259285468,ball_pit-s,275968.0,395406.0,4297.0,0.006441535235062818,freckled,1555456.0,227885.0,16842.0,0.009534112388402145
326,texture,swirly,0.16201118027559736,pink-c,18491188.0,3336547.0,360355.0,0.01678616580132275,person,14523849.0,1233033.0,606696.0,0.04004544894696342,head,4946761.0,1057152.0,466292.0,0.08420439029684408,skin,177664.0,198528.0,5757.0,0.015541188062683058,podium-indoor-s,150528.0,214692.0,7396.0,0.020669379359685203,swirly,1605632.0,1140721.0,382905.0,0.16201118027559736
47,texture,chequered,0.15335099511746547,red-c,21004512.0,2448881.0,548505.0,0.023947071908843213,signboard,661129.0,1116176.0,23996.0,0.01368612149940484,body,1291612.0,422324.0,22859.0,0.013517421146405516,plastic-opaque,577397.0,369568.0,8807.0,0.009387544528746756,kindergarden_classroom-s,275968.0,546588.0,6959.0,0.008532400192742248,chequered,1530368.0,576712.0,280160.0,0.15335099511746547
30,texture,chequered,0.15225828268396135,white-c,72511065.0,2238146.0,866900.0,0.011733525769111365,dog,3793935.0,872155.0,83257.0,0.01816714682817375,muzzle,666221.0,390431.0,22793.0,0.022046526654021483,glass,2246777.0,324280.0,23699.0,0.009303364505499423,bar-s,765184.0,406625.0,4089.0,0.0035016956119617716,chequered,1530368.0,527722.0,271954.0,0.15225828268396135
222,texture,dotted,0.13671992392212723,red-c,21004512.0,3176285.0,218464.0,0.009116975379651055,ball,122639.0,650341.0,62327.0,0.08770384421088771,rim,29870.0,202744.0,2702.0,0.011752322627788019,food,1104928.0,164622.0,13638.0,0.01085904107931129,ball_pit-s,275968.0,436913.0,74085.0,0.11597599233558128,dotted,2935296.0,2034855.0,597789.0,0.13671992392212723
345,texture,dotted,0.1318949061465506,pink-c,18491188.0,2500645.0,152847.0,0.007334665899770747,painting,2207098.0,614887.0,13145.0,0.004679867845801114,body,1291612.0,140203.0,11578.0,0.008152160519687911,food,1104928.0,196618.0,7601.0,0.00587428368284587,childs_room-s,965888.0,354440.0,6957.0,0.005297056201180017,dotted,2935296.0,1261124.0,488991.0,0.1318949061465506
