unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
212,texture,perforated,0.20274643821508256,pink-c,18491188.0,3498719.0,206776.0,0.00949248296766888,building,35246027.0,1078647.0,364796.0,0.01014452829901147,nose,155124.0,351683.0,17852.0,0.03651051732777044,skin,177664.0,142941.0,2603.0,0.008185483110169115,skyscraper-s,4402944.0,627893.0,76222.0,0.01538404093960883,perforated,1793792.0,1714374.0,591370.0,0.20274643821508256
429,texture,paisley,0.17155852471360272,pink-c,18491188.0,3564789.0,197378.0,0.009029764441902247,bicycle,1152271.0,886399.0,27764.0,0.013806711999466906,wheel,1513439.0,274142.0,62040.0,0.035953941401566235,carpet,4405463.0,158761.0,23381.0,0.005149043911009475,labyrinth-outdoor-s,125440.0,420595.0,4809.0,0.008885382446519567,paisley,1555456.0,2208273.0,551146.0,0.17155852471360272
134,part,wheel,0.16757282230393916,black-c,139916835.0,2815798.0,1527833.0,0.010819979207505694,car,5354795.0,1868593.0,515051.0,0.07677774685439924,wheel,1513439.0,1333051.0,408535.0,0.16757282230393916,metal,3462561.0,277224.0,18360.0,0.004933593986174651,auto_showroom-s,301056.0,735673.0,12220.0,0.011927664861899698,studded,1593088.0,240044.0,31333.0,0.017389842041204372
356,texture,zigzagged,0.16350571751109108,white-c,72511065.0,2863269.0,906218.0,0.012169208094374242,light,350013.0,908392.0,23548.0,0.019069414515202974,crosswalk,241792.0,255900.0,21642.0,0.0454616111752967,paper,471596.0,285186.0,6118.0,0.00815011776240768,crosswalk-s,200704.0,521357.0,7204.0,0.010077539983521178,zigzagged,1618176.0,1294500.0,409314.0,0.16350571751109108
385,texture,perforated,0.14295314973891615,white-c,72511065.0,3041238.0,560786.0,0.007477992477469152,computer,374106.0,349935.0,5349.0,0.007442687549047435,saddle,55550.0,43304.0,574.0,0.005840455840455835,tile,3959469.0,82438.0,12375.0,0.0030710762440898844,elevator-interior-s,163072.0,158125.0,2606.0,0.008179766534522315,perforated,1793792.0,2372926.0,521146.0,0.14295314973891615
236,texture,grid,0.13959768843941295,white-c,72511065.0,3135746.0,814395.0,0.010882917370996014,windowpane,8841352.0,1453537.0,372320.0,0.03752254078555664,hair,1159565.0,586617.0,87066.0,0.05247734335634157,glass,2246777.0,308721.0,43468.0,0.0173039334721321,jail_cell-s,238336.0,816038.0,12271.0,0.011775227592665983,grid,1682240.0,487154.0,265745.0,0.13959768843941295
165,scene,ball_pit-s,0.1363237434196698,red-c,21004512.0,3325975.0,239095.0,0.009924499173812787,ball,122639.0,758739.0,72958.0,0.0902476435516192,back pillow,282308.0,289301.0,9623.0,0.017123202357354095,food,1104928.0,338264.0,34707.0,0.024641369982640923,ball_pit-s,275968.0,432256.0,84965.0,0.1363237434196698,honeycombed,1555456.0,1739961.0,185736.0,0.05972831296843631
289,texture,chequered,0.13429782554520567,white-c,72511065.0,2143970.0,393913.0,0.005304431031893108,building,35246027.0,1080241.0,222409.0,0.006160255611456936,drawer,540514.0,200670.0,3707.0,0.005026597439648965,paper,471596.0,438953.0,3643.0,0.0040169543480801755,skyscraper-s,4402944.0,709415.0,37852.0,0.00745924678003203,chequered,1530368.0,322157.0,219334.0,0.13429782554520567
439,texture,zigzagged,0.13096332976010655,red-c,21004512.0,2670940.0,105665.0,0.004483069787605633,house,1833277.0,1173720.0,34374.0,0.011563524873487153,roof,443437.0,339460.0,12596.0,0.016352049393678573,carpet,4405463.0,508340.0,27586.0,0.005645676399554093,house-s,689920.0,705560.0,9167.0,0.006612503814073733,zigzagged,1618176.0,610057.0,258025.0,0.13096332976010655
149,texture,chequered,0.13061575354554128,white-c,72511065.0,2455849.0,389779.0,0.0052265215068935,lamp,593361.0,1138426.0,15050.0,0.008766631114725202,shade,197478.0,306918.0,7288.0,0.014660798055955644,glass,2246777.0,552822.0,11300.0,0.004052650020675688,skyscraper-s,4402944.0,786916.0,44812.0,0.008709734097718816,chequered,1530368.0,301779.0,211661.0,0.13061575354554128
81,part,hair,0.1234171458515385,black-c,139916835.0,3211046.0,929631.0,0.00653756990680265,dog,3793935.0,1833600.0,239796.0,0.0445077239264931,hair,1159565.0,1168653.0,255775.0,0.1234171458515385,fur,103280.0,294577.0,3306.0,0.008379144901419586,marsh-s,188160.0,507102.0,8877.0,0.012932974933892784,matted,1593088.0,405831.0,56713.0,0.029200301100913085
50,texture,chequered,0.11670581330828768,red-c,21004512.0,3706122.0,224310.0,0.009160623701622178,ball,122639.0,448040.0,12945.0,0.02320998899116783,crosswalk,241792.0,47694.0,2626.0,0.0091542912919194,tile,3959469.0,173317.0,86675.0,0.021421804789833992,auditorium-s,489216.0,300952.0,25247.0,0.03300602284418913,chequered,1530368.0,2830816.0,455783.0,0.11670581330828768
271,texture,grid,0.11627674277530753,white-c,72511065.0,3335494.0,1360240.0,0.018261608551229387,windowpane,8841352.0,931861.0,239668.0,0.025139441834071168,pane,480756.0,177594.0,14056.0,0.021816127420090824,glass,2246777.0,339415.0,38517.0,0.01511849038829521,skyscraper-s,4402944.0,623170.0,63164.0,0.0127271078693116,grid,1682240.0,1352192.0,316081.0,0.11627674277530753
451,texture,banded,0.11565235118633051,red-c,21004512.0,2793446.0,179335.0,0.00759294900469007,curtain,3110939.0,974738.0,130537.0,0.033004394281871186,door frame,221497.0,171021.0,8316.0,0.02164486389971941,fabric,8548746.0,493272.0,69439.0,0.007739023529355384,skyscraper-s,4402944.0,640004.0,69953.0,0.014066573563818182,banded,2571520.0,504039.0,318823.0,0.11565235118633051
401,texture,lined,0.1144913804659028,white-c,72511065.0,2983310.0,841723.0,0.011275192206165697,chest of drawers,482961.0,1367141.0,24246.0,0.013279250937642399,drawer,540514.0,230292.0,37141.0,0.050623922362386095,plastic-opaque,577397.0,502356.0,10175.0,0.009513097688995099,closet-s,990976.0,775711.0,16273.0,0.009296657819235906,lined,1568000.0,377552.0,199866.0,0.1144913804659028
100,texture,cracked,0.11318391119322074,white-c,72511065.0,2917301.0,611179.0,0.008168965240566983,tree,21215516.0,1716107.0,288646.0,0.012747705392272404,wheel,1513439.0,270100.0,20763.0,0.011778581056243107,tile,3959469.0,228426.0,32085.0,0.0077205165779956255,greenhouse-indoor-s,363776.0,837592.0,12385.0,0.010416465163925808,cracked,1593088.0,626692.0,225698.0,0.11318391119322074
213,texture,chequered,0.10720816036486203,orange-c,30348501.0,2661917.0,197437.0,0.006017039414980309,floor,20378155.0,1149171.0,305371.0,0.014389390609866055,top,381885.0,175492.0,6926.0,0.012582409696775914,tile,3959469.0,701132.0,78405.0,0.017110791419659918,conference_room-s,2308096.0,741664.0,18871.0,0.006226226034671676,chequered,1530368.0,429737.0,189792.0,0.10720816036486203
284,texture,perforated,0.10507767156449356,blue-c,61494563.0,3200909.0,394033.0,0.006127903296223277,skyscraper,1270392.0,1027685.0,58106.0,0.025940514408445466,balcony,317196.0,116824.0,4060.0,0.00944273885942878,wicker,89309.0,81117.0,718.0,0.004230796426803684,skyscraper-s,4402944.0,717208.0,134238.0,0.026923448739789736,perforated,1793792.0,1770499.0,338915.0,0.10507767156449356
298,texture,chequered,0.10481368688102355,black-c,139916835.0,2174545.0,926432.0,0.00656276230838834,bus,1628191.0,905709.0,28755.0,0.011478377499106839,monitor,141433.0,363692.0,4613.0,0.009216562240265966,glass,2246777.0,447603.0,14648.0,0.005466218263617407,laundromat-s,363776.0,459605.0,6023.0,0.007368864071802073,chequered,1530368.0,355718.0,178933.0,0.10481368688102355
479,texture,chequered,0.10372546455648525,white-c,72511065.0,2812231.0,426354.0,0.005692542160132519,tvmonitor,1019561.0,1083726.0,18071.0,0.008666248484569464,door frame,221497.0,201484.0,5729.0,0.013730311658182582,metal,3462561.0,517123.0,24049.0,0.00607968126482853,bow_window-outdoor-s,288512.0,705926.0,10178.0,0.010340763619368865,chequered,1530368.0,588254.0,199103.0,0.10372546455648525
333,texture,zigzagged,0.10341585976343735,yellow-c,34166024.0,1859885.0,178543.0,0.00498064488196985,lamp,593361.0,731846.0,47530.0,0.03720032527782843,shade,197478.0,219308.0,15864.0,0.03956879392999136,glass,2246777.0,235283.0,11955.0,0.004839875227976138,mosque-outdoor-s,225792.0,464436.0,6220.0,0.009093460895194206,zigzagged,1618176.0,587325.0,206707.0,0.10341585976343735
150,part,wheel,0.0946811857060661,black-c,139916835.0,2401088.0,836817.0,0.005914690828045972,car,5354795.0,1404312.0,199673.0,0.030440583745487797,wheel,1513439.0,685920.0,190227.0,0.0946811857060661,glass,2246777.0,240495.0,9998.0,0.004035887834773223,laundromat-s,363776.0,711999.0,10220.0,0.00959124587656198,paisley,1555456.0,253526.0,16061.0,0.00895800763112262
492,texture,swirly,0.09265966094391177,pink-c,18491188.0,3085657.0,167084.0,0.007804103931846787,bicycle,1152271.0,1024093.0,68176.0,0.03233867188315274,wheel,1513439.0,497129.0,143180.0,0.07667394242653375,ceramic,679072.0,391505.0,31115.0,0.029933754192072434,laundromat-s,363776.0,396651.0,10788.0,0.014390926832782177,swirly,1605632.0,1183573.0,236530.0,0.09265966094391177
367,texture,perforated,0.08915066338162285,purple-c,10857154.0,2953670.0,98941.0,0.007215712094392871,skyscraper,1270392.0,1186233.0,87509.0,0.03693740618863745,wheel,1513439.0,267331.0,23873.0,0.013588161400469123,carpet,4405463.0,324897.0,40054.0,0.008539741330309792,skyscraper-s,4402944.0,719083.0,123537.0,0.024714863888894448,perforated,1793792.0,1000497.0,228722.0,0.08915066338162285
330,texture,perforated,0.08897097978904378,red-c,21004512.0,2830974.0,269407.0,0.011431982384511229,chest of drawers,482961.0,982766.0,10841.0,0.007451442930923797,drawer,540514.0,228747.0,10945.0,0.014433296936897017,food,1104928.0,339348.0,17949.0,0.012584070833686805,skyscraper-s,4402944.0,534354.0,47290.0,0.009670740824963886,perforated,1793792.0,1001676.0,228395.0,0.08897097978904378
360,part,head,0.08798974126202475,pink-c,18491188.0,3441173.0,576427.0,0.02699142074516619,person,14523849.0,1520049.0,1141340.0,0.07658685173377618,head,4946761.0,1385991.0,512153.0,0.08798974126202475,skin,177664.0,728906.0,21160.0,0.023898532883071116,ball_pit-s,275968.0,218228.0,5298.0,0.010836616226697592,freckled,1555456.0,187145.0,14803.0,0.008567552456942304
35,texture,zigzagged,0.08782357093543708,red-c,21004512.0,3249389.0,134615.0,0.00558121828316145,book,615007.0,880740.0,15883.0,0.010732743008817026,monitor,141433.0,187580.0,3008.0,0.009226852348890351,paper,471596.0,563446.0,15239.0,0.014943082144296495,atrium-public-s,238336.0,493478.0,8736.0,0.012081684133661926,zigzagged,1618176.0,1186516.0,226432.0,0.08782357093543708
310,texture,perforated,0.08771376105968602,white-c,72511065.0,2600856.0,411169.0,0.00550421500442191,dog,3793935.0,1055669.0,52445.0,0.010932512347412292,muzzle,666221.0,472108.0,20608.0,0.018437517054792744,ceramic,679072.0,335226.0,6501.0,0.0064507038619880785,laundromat-s,363776.0,513654.0,6873.0,0.007894945420001217,perforated,1793792.0,611712.0,193981.0,0.08771376105968602
152,scene,ball_pit-s,0.08630538896319626,red-c,21004512.0,3066932.0,259524.0,0.010898911133583516,ball,122639.0,1070083.0,62274.0,0.05508789435692752,shop window,233888.0,144837.0,1798.0,0.0047701544330865115,food,1104928.0,273749.0,39179.0,0.02924901716911858,ball_pit-s,275968.0,731124.0,80012.0,0.08630538896319626,sprinkled,1718528.0,1228793.0,131252.0,0.04660823296588258
260,color,red-c,0.08297654507760407,red-c,21004512.0,3155341.0,1851103.0,0.08297654507760407,flower,591549.0,1383432.0,44055.0,0.022815478169541454,arm,2299112.0,502796.0,29875.0,0.010777288726360761,food,1104928.0,527619.0,27192.0,0.016938309595073985,ball_pit-s,275968.0,678160.0,13147.0,0.013971589224437048,paisley,1555456.0,854975.0,65550.0,0.027954510271523375
362,texture,swirly,0.08236196751199676,pink-c,18491188.0,3656964.0,209222.0,0.009536563542524636,labyrinth,51914.0,506212.0,9078.0,0.016534073523626347,crosswalk,241792.0,98494.0,25353.0,0.08050283711138556,plastic-opaque,577397.0,107491.0,2776.0,0.0040697128917245255,anechoic_chamber-s,137984.0,309951.0,8253.0,0.018770384050290887,swirly,1605632.0,2773256.0,333210.0,0.08236196751199676
