unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
287,object,cat,0.3843561760613786,brown-c,182265724.0,3720286.0,1147708.0,0.006209254183691863,cat,4163987.0,3065683.0,2007264.0,0.3843561760613786,head,4946761.0,2942374.0,1127145.0,0.16668835653409722,fur,103280.0,487058.0,15800.0,0.02750035680842694,hunting_lodge-indoor-s,125440.0,80595.0,1334.0,0.006516822096618968,striped,2433536.0,339765.0,133924.0,0.05074076192980389
50,texture,cobwebbed,0.35708595404831633,black-c,139916835.0,3310871.0,1156484.0,0.008140170709589589,car,5354795.0,1193677.0,117464.0,0.018265254840298752,neck,812426.0,283315.0,10379.0,0.00956270811028947,metal,3462561.0,266621.0,32689.0,0.008843246828818558,subway_station-corridor-s,188160.0,448916.0,6834.0,0.010843453784419317,cobwebbed,1505280.0,1341277.0,749006.0,0.35708595404831633
349,part,wheel,0.29696883152431974,black-c,139916835.0,3471724.0,1081326.0,0.0075985315518010245,bicycle,1152271.0,2663286.0,647072.0,0.20422126031841717,wheel,1513439.0,2201308.0,850571.0,0.29696883152431974,metal,3462561.0,417277.0,23037.0,0.005973084947862231,escalator-indoor-s,175616.0,341061.0,7895.0,0.015517451482167212,spiralled,1605632.0,186425.0,24006.0,0.013577662635297284
436,part,screen,0.29162763942138276,blue-c,61494563.0,2962606.0,1292706.0,0.02046571661663616,tvmonitor,1019561.0,1955579.0,377107.0,0.14515096613476428,screen,677188.0,609401.0,290490.0,0.29162763942138276,glass,2246777.0,410717.0,98668.0,0.038559870815756916,home_theater-s,313600.0,928105.0,27034.0,0.022256232346042674,,24924928.0,189251.0,127597.0,0.005106620825529478
266,texture,freckled,0.2725743465591312,pink-c,18491188.0,3159913.0,257308.0,0.012027226775541858,cat,4163987.0,1494966.0,248407.0,0.045911632578301706,head,4946761.0,1114196.0,364603.0,0.06400638022145394,skin,177664.0,340239.0,5399.0,0.010534551925448384,catacomb-s,125440.0,237854.0,2766.0,0.007672080947943014,freckled,1555456.0,950827.0,536824.0,0.2725743465591312
507,texture,knitted,0.23967907666736,red-c,21004512.0,3459318.0,316396.0,0.013102675837109648,sheep,811669.0,743386.0,32453.0,0.021314171398697755,torso,7669375.0,258257.0,107993.0,0.013810484090122319,fabric,8548746.0,236649.0,108651.0,0.012522093541079464,ball_pit-s,275968.0,323889.0,6756.0,0.011390977253452613,knitted,1856512.0,2202263.0,784722.0,0.23967907666736
339,object,mountain,0.21154882641622635,blue-c,61494563.0,3449211.0,763327.0,0.011893450975808878,mountain,5469345.0,3229956.0,1518987.0,0.21154882641622635,roof,443437.0,213241.0,5757.0,0.008844391254852738,foliage,30325.0,43375.0,1446.0,0.020012732859080437,mountain_snowy-s,1793792.0,1956798.0,420210.0,0.12617479086470612,stratified,1568000.0,379796.0,22719.0,0.011801605857843608
310,texture,waffled,0.1964369612581691,orange-c,30348501.0,3342923.0,328615.0,0.009849740170259644,keyboard,126505.0,1228605.0,41120.0,0.03129399767121516,torso,7669375.0,406691.0,134803.0,0.016975007627879846,food,1104928.0,676647.0,44054.0,0.025354513700841602,auditorium-s,489216.0,680595.0,20339.0,0.017694210907268727,waffled,1555456.0,845921.0,394270.0,0.1964369612581691
288,part,wheel,0.19001063831830078,black-c,139916835.0,3283483.0,1009351.0,0.007098559221416646,bicycle,1152271.0,1616311.0,198538.0,0.0772508174957316,wheel,1513439.0,965396.0,395799.0,0.19001063831830078,food,1104928.0,654399.0,25925.0,0.014956138276060602,wine_cellar-barrel_storage-s,263424.0,459980.0,12506.0,0.017591834552917573,spiralled,1605632.0,307876.0,54182.0,0.029140667101949846
430,part,wheel,0.18890440718683102,black-c,139916835.0,3403868.0,774747.0,0.005435068252655305,bicycle,1152271.0,1944504.0,470092.0,0.1789679226613946,wheel,1513439.0,1186746.0,429031.0,0.18890440718683102,metal,3462561.0,645551.0,33154.0,0.00813603477630935,playground-s,439040.0,479964.0,8570.0,0.009413093096259584,interlaced,1630720.0,282508.0,26817.0,0.014215884025273389
275,object,cat,0.1882799556318014,brown-c,182265724.0,3527926.0,1277743.0,0.006924839276865165,cat,4163987.0,3118641.0,1153914.0,0.1882799556318014,torso,7669375.0,2971152.0,1280699.0,0.13682933062445166,fur,103280.0,433968.0,19079.0,0.036820033618375464,pasture-s,852992.0,82399.0,5440.0,0.005849770579310092,matted,1593088.0,173786.0,47014.0,0.02733594594908888
144,object,water,0.18736161026781734,blue-c,61494563.0,3419711.0,1415881.0,0.022297902877636604,water,5662399.0,3232749.0,1403624.0,0.18736161026781734,wave,42267.0,509723.0,3242.0,0.005907994197700947,glass,2246777.0,73082.0,5614.0,0.0024258451460411495,coast-s,1103872.0,979642.0,142615.0,0.0734788363536691,,24924928.0,310080.0,275197.0,0.011025604320481433
438,object,dog,0.17883217346832217,brown-c,182265724.0,3459581.0,1234248.0,0.006690015332287895,dog,3793935.0,2809818.0,1001808.0,0.17883217346832217,torso,7669375.0,2589634.0,1024326.0,0.11092162015740009,fur,103280.0,483680.0,28207.0,0.05048205557733022,pasture-s,852992.0,122325.0,12130.0,0.012593608510081634,striped,2433536.0,158337.0,21642.0,0.008420254833125895
312,texture,honeycombed,0.17220444188626144,yellow-c,34166024.0,3396522.0,353004.0,0.009486921392367582,bird,1030707.0,974362.0,86060.0,0.044846063775625854,muzzle,666221.0,333810.0,34165.0,0.035372401554667,food,1104928.0,301319.0,24893.0,0.01802072459340618,pantry-s,413952.0,485524.0,42663.0,0.049792661876045294,honeycombed,1555456.0,1686688.0,476292.0,0.17220444188626144
502,object,bird,0.16045833102152565,black-c,139916835.0,2981601.0,662709.0,0.0046592302368588445,bird,1030707.0,2002029.0,419341.0,0.16045833102152565,torso,7669375.0,1436297.0,350378.0,0.04001898736924197,ceramic,679072.0,464650.0,7258.0,0.00638647594644441,mountain-s,1166592.0,327686.0,9579.0,0.006451812791683702,striped,2433536.0,316597.0,29761.0,0.010940047905212963
65,texture,studded,0.15926070224802397,black-c,139916835.0,3358679.0,1009347.0,0.007094778901297031,dog,3793935.0,1050104.0,200567.0,0.04319332602845457,muzzle,666221.0,625421.0,78961.0,0.06511275430224436,food,1104928.0,526112.0,31370.0,0.01961029462326605,cockpit-s,539392.0,297435.0,20262.0,0.024813701297508463,studded,1593088.0,1221699.0,386699.0,0.15926070224802397
